id,text_for_llm
1153,"Employee 1153 is a Female working as a Working professional in the IT sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
1154,"Employee 1154 is a Male working as a Fresher in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Non-Profit / NGO."
1155,"Employee 1155 is a Male working as a Experienced in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Product-based Company."
1156,"Employee 1156 is a Male working as a Intermediate in the IT sector. Based in a Rural area, they have a Diploma degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
1157,"Employee 1157 is a Female working as a Fresher in the CA sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
1158,"Employee 1158 is a Female working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a High School degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Consultancy Firm."
1159,"Employee 1159 is a Female working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a High School degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Startup (early-stage)."
1160,"Employee 1160 is a Female working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a High School degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Scale-up (growing startup)."
1161,"Employee 1161 is a Male working as a Working professional in the Digital marketing sector. Based in a Metro area, they have a PhD degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
1162,"Employee 1162 is a Female working as a Intermediate in the IT sector. Based in a City area, they have a Professional Certification degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
1163,"Employee 1163 is a Female working as a Intermediate in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Non-Profit / NGO."
1164,"Employee 1164 is a Male working as a Experienced in the CA sector. Based in a Rural area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Government Organization."
1165,"Employee 1165 is a Female working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a High School degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
1166,"Employee 1166 is a Female working as a Experienced in the CA sector. Based in a City area, they have a Master's Degree degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1167,"Employee 1167 is a Female working as a Working professional in the Digital marketing sector. Based in a City area, they have a Master's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
1168,"Employee 1168 is a Female working as a Intermediate in the Digital marketing sector. Based in a City area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Large Enterprise."
1169,"Employee 1169 is a Female working as a Experienced in the Finance sector. Based in a City area, they have a Master's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1170,"Employee 1170 is a Female working as a Fresher in the IT sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Consultancy Firm."
1171,"Employee 1171 is a Male working as a Intermediate in the Digital marketing sector. Based in a City area, they have a Master's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Mid-sized Company."
1172,"Employee 1172 is a Male working as a Working professional in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Government Organization."
1173,"Employee 1173 is a Male working as a Working professional in the Digital marketing sector. Based in a City area, they have a Master's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Outsourcing / Service-based Company."
1174,"Employee 1174 is a Male working as a Working professional in the CA sector. Based in a City area, they have a Master's Degree degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Product-based Company."
1175,"Employee 1175 is a Male working as a Working professional in the Digital marketing sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Contract / Temporary Employment."
1176,"Employee 1176 is a Female working as a Intermediate in the IT sector. Based in a Metro area, they have a PhD degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Product-based Company."
1177,"Employee 1177 is a Female working as a Intermediate in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Startup (early-stage)."
1178,"Employee 1178 is a Female working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Mid-sized Company."
1179,"Employee 1179 is a Female working as a Working professional in the IT sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Non-Profit / NGO."
1180,"Employee 1180 is a Female working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a High School degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
1181,"Employee 1181 is a Male working as a Working professional in the IT sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Small Business / Local Firm."
1182,"Employee 1182 is a Male working as a Fresher in the CA sector. Based in a City area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Mid-sized Company."
1183,"Employee 1183 is a Male working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a High School degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Scale-up (growing startup)."
1184,"Employee 1184 is a Female working as a Intermediate in the IT sector. Based in a Metro area, they have a PhD degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Mid-sized Company."
1185,"Employee 1185 is a Female working as a Working professional in the Digital marketing sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
1186,"Employee 1186 is a Male working as a Working professional in the Finance sector. Based in a City area, they have a Master's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
1187,"Employee 1187 is a Female working as a Fresher in the CA sector. Based in a City area, they have a Diploma degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Big MNC (Multinational Corporation)."
1188,"Employee 1188 is a Male working as a Intermediate in the Finance sector. Based in a City area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Scale-up (growing startup)."
1189,"Employee 1189 is a Female working as a Intermediate in the Digital marketing sector. Based in a City area, they have a Master's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
1190,"Employee 1190 is a Male working as a Experienced in the IT sector. Based in a City area, they have a High School degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Startup (early-stage)."
1191,"Employee 1191 is a Male working as a Working professional in the CA sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Large Enterprise."
1192,"Employee 1192 is a Female working as a Experienced in the Finance sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
1193,"Employee 1193 is a Female working as a Fresher in the Finance sector. Based in a Rural area, they have a Diploma degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Small Business / Local Firm."
1194,"Employee 1194 is a Female working as a Fresher in the CA sector. Based in a Rural area, they have a Diploma degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Large Enterprise."
1195,"Employee 1195 is a Male working as a Working professional in the Digital marketing sector. Based in a Metro area, they have a High School degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1196,"Employee 1196 is a Female working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a High School degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Mid-sized Company."
1197,"Employee 1197 is a Female working as a Experienced in the CA sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Mid-sized Company."
1198,"Employee 1198 is a Female working as a Experienced in the CA sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Freelancing / Self-employed."
1199,"Employee 1199 is a Male working as a Working professional in the Digital marketing sector. Based in a Metro area, they have a Diploma degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Product-based Company."
1200,"Employee 1200 is a Female working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Non-Profit / NGO."
1201,"Employee 1201 is a Male working as a Intermediate in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
1202,"Employee 1202 is a Female working as a Intermediate in the CA sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
1203,"Employee 1203 is a Male working as a Experienced in the Finance sector. Based in a Metro area, they have a Diploma degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Startup (early-stage)."
1204,"Employee 1204 is a Male working as a Intermediate in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Consultancy Firm."
1205,"Employee 1205 is a Female working as a Intermediate in the Digital marketing sector. Based in a City area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
1206,"Employee 1206 is a Female working as a Fresher in the IT sector. Based in a Rural area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Large Enterprise."
1207,"Employee 1207 is a Male working as a Working professional in the CA sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Mid-sized Company."
1208,"Employee 1208 is a Male working as a Working professional in the Digital marketing sector. Based in a City area, they have a PhD degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Non-Profit / NGO."
1209,"Employee 1209 is a Female working as a Working professional in the Finance sector. Based in a Metro area, they have a High School degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Government Organization."
1210,"Employee 1210 is a Female working as a Intermediate in the CA sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Freelancing / Self-employed."
1211,"Employee 1211 is a Male working as a Fresher in the IT sector. Based in a City area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Startup (early-stage)."
1212,"Employee 1212 is a Female working as a Experienced in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1213,"Employee 1213 is a Male working as a Intermediate in the Finance sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
1214,"Employee 1214 is a Male working as a Experienced in the CA sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Small Business / Local Firm."
1215,"Employee 1215 is a Male working as a Intermediate in the IT sector. Based in a City area, they have a Professional Certification degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Non-Profit / NGO."
1216,"Employee 1216 is a Male working as a Working professional in the IT sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
1217,"Employee 1217 is a Male working as a Intermediate in the IT sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Large Enterprise."
1218,"Employee 1218 is a Male working as a Experienced in the CA sector. Based in a City area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Consultancy Firm."
1219,"Employee 1219 is a Male working as a Experienced in the Finance sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Non-Profit / NGO."
1220,"Employee 1220 is a Male working as a Fresher in the CA sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
1221,"Employee 1221 is a Male working as a Intermediate in the IT sector. Based in a Metro area, they have a Diploma degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
1222,"Employee 1222 is a Female working as a Working professional in the CA sector. Based in a City area, they have a PhD degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Scale-up (growing startup)."
1223,"Employee 1223 is a Female working as a Working professional in the IT sector. Based in a City area, they have a PhD degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Product-based Company."
1224,"Employee 1224 is a Male working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Big MNC (Multinational Corporation)."
1225,"Employee 1225 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Consultancy Firm."
1226,"Employee 1226 is a Male working as a Fresher in the CA sector. Based in a City area, they have a Professional Certification degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
1227,"Employee 1227 is a Female working as a Working professional in the Finance sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
1228,"Employee 1228 is a Male working as a Experienced in the Finance sector. Based in a Metro area, they have a Diploma degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
1229,"Employee 1229 is a Male working as a Fresher in the IT sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Contract / Temporary Employment."
1230,"Employee 1230 is a Female working as a Experienced in the CA sector. Based in a Rural area, they have a PhD degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Contract / Temporary Employment."
1231,"Employee 1231 is a Male working as a Experienced in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Consultancy Firm."
1232,"Employee 1232 is a Female working as a Fresher in the Digital marketing sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
1233,"Employee 1233 is a Female working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Government Organization."
1234,"Employee 1234 is a Female working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Mid-sized Company."
1235,"Employee 1235 is a Female working as a Fresher in the CA sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Small Business / Local Firm."
1236,"Employee 1236 is a Male working as a Fresher in the IT sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1237,"Employee 1237 is a Male working as a Experienced in the Digital marketing sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Outsourcing / Service-based Company."
1238,"Employee 1238 is a Male working as a Experienced in the IT sector. Based in a Metro area, they have a PhD degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1239,"Employee 1239 is a Male working as a Intermediate in the CA sector. Based in a City area, they have a Diploma degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Product-based Company."
1240,"Employee 1240 is a Female working as a Fresher in the Finance sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Non-Profit / NGO."
1241,"Employee 1241 is a Male working as a Experienced in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in AWS Certified Solutions Architect. They currently operate in a Hybrid capacity at a Government Organization."
1242,"Employee 1242 is a Male working as a Working professional in the IT sector. Based in a Metro area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Government Organization."
1243,"Employee 1243 is a Female working as a Fresher in the IT sector. Based in a City area, they have a Professional Certification degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Mid-sized Company."
1244,"Employee 1244 is a Female working as a Working professional in the Finance sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Mid-sized Company."
1245,"Employee 1245 is a Female working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Government Organization."
1246,"Employee 1246 is a Female working as a Intermediate in the Finance sector. Based in a City area, they have a Master's Degree degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Large Enterprise."
1247,"Employee 1247 is a Female working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Freelancing / Self-employed."
1248,"Employee 1248 is a Female working as a Fresher in the IT sector. Based in a Rural area, they have a High School degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Startup (early-stage)."
1249,"Employee 1249 is a Female working as a Working professional in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in Lean Six Sigma. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1250,"Employee 1250 is a Male working as a Intermediate in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Startup (early-stage)."
1251,"Employee 1251 is a Female working as a Working professional in the IT sector. Based in a Metro area, they have a PhD degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Hybrid capacity at a Startup (early-stage)."
1252,"Employee 1252 is a Female working as a Experienced in the Digital marketing sector. Based in a City area, they have a Master's Degree degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Remote capacity at a Product-based Company."
1253,"Employee 1253 is a Male working as a Intermediate in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
1254,"Employee 1254 is a Female working as a Intermediate in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Outsourcing / Service-based Company."
1255,"Employee 1255 is a Male working as a Experienced in the CA sector. Based in a City area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
1256,"Employee 1256 is a Female working as a Fresher in the IT sector. Based in a City area, they have a High School degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Small Business / Local Firm."
1257,"Employee 1257 is a Female working as a Fresher in the Finance sector. Based in a Rural area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Contract / Temporary Employment."
1258,"Employee 1258 is a Female working as a Intermediate in the IT sector. Based in a City area, they have a PhD degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Consultancy Firm."
1259,"Employee 1259 is a Male working as a Intermediate in the IT sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Small Business / Local Firm."
1260,"Employee 1260 is a Female working as a Experienced in the CA sector. Based in a City area, they have a Master's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Full-Time capacity at a Big MNC (Multinational Corporation)."
1261,"Employee 1261 is a Female working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in CompTIA Security+. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
1262,"Employee 1262 is a Male working as a Working professional in the IT sector. Based in a City area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Contract / Temporary Employment."
1263,"Employee 1263 is a Female working as a Working professional in the Digital marketing sector. Based in a City area, they have a High School degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Product-based Company."
1264,"Employee 1264 is a Male working as a Experienced in the Digital marketing sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Full-Time capacity at a Consultancy Firm."
1265,"Employee 1265 is a Female working as a Working professional in the Finance sector. Based in a Metro area, they have a Master's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Large Enterprise."
1266,"Employee 1266 is a Male working as a Working professional in the Finance sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in PMP (Project Management Professional). They currently operate in a Hybrid capacity at a Government Organization."
1267,"Employee 1267 is a Male working as a Intermediate in the IT sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Remote capacity at a Scale-up (growing startup)."
1268,"Employee 1268 is a Female working as a Experienced in the IT sector. Based in a Metro area, they have a High School degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1269,"Employee 1269 is a Male working as a Fresher in the Digital marketing sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in CFA (Chartered Financial Analyst). They currently operate in a Hybrid capacity at a Small Business / Local Firm."
1270,"Employee 1270 is a Female working as a Working professional in the CA sector. Based in a City area, they have a Bachelor's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Remote-first / Distributed CompanyResearch & Development (R&D) Institution."
1271,"Employee 1271 is a Male working as a Working professional in the CA sector. Based in a Rural area, they have a Bachelor's Degree degree and hold certifications in Certified Data Scientist. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
1272,"Employee 1272 is a Male working as a Intermediate in the Finance sector. Based in a Rural area, they have a Master's Degree degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Remote capacity at a Scale-up (growing startup)."
1273,"Employee 1273 is a Female working as a Intermediate in the IT sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Mid-sized Company."
1274,"Employee 1274 is a Male working as a Fresher in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in PMP (Project Management Professional). They currently operate in a Remote capacity at a Mid-sized Company."
1275,"Employee 1275 is a Male working as a Fresher in the Finance sector. Based in a City area, they have a Diploma degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Hybrid capacity at a Startup (early-stage)."
1276,"Employee 1276 is a Female working as a Working professional in the IT sector. Based in a City area, they have a High School degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Small Business / Local Firm."
1277,"Employee 1277 is a Male working as a Experienced in the CA sector. Based in a Metro area, they have a PhD degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Full-Time capacity at a Contract / Temporary Employment."
1278,"Employee 1278 is a Female working as a Intermediate in the Finance sector. Based in a Metro area, they have a Professional Certification degree and hold certifications in Lean Six Sigma. They currently operate in a Hybrid capacity at a Consultancy Firm."
1279,"Employee 1279 is a Male working as a Fresher in the CA sector. Based in a City area, they have a Diploma degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Scale-up (growing startup)."
1280,"Employee 1280 is a Male working as a Experienced in the CA sector. Based in a City area, they have a Professional Certification degree and hold certifications in Cisco CCNA. They currently operate in a Hybrid capacity at a Large Enterprise."
1281,"Employee 1281 is a Male working as a Working professional in the Finance sector. Based in a Metro area, they have a Bachelor's Degree degree and hold certifications in Microsoft Azure Fundamentals. They currently operate in a Remote capacity at a Consultancy Firm."
1282,"Employee 1282 is a Female working as a Intermediate in the Finance sector. Based in a Metro area, they have a High School degree and hold certifications in Cisco CCNA. They currently operate in a Remote capacity at a Mid-sized Company."
1283,"Employee 1283 is a Female working as a Working professional in the CA sector. Based in a Rural area, they have a Diploma degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Full-Time capacity at a Non-Profit / NGO."
1284,"Employee 1284 is a Female working as a Fresher in the Digital marketing sector. Based in a City area, they have a PhD degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Hybrid capacity at a Government Organization."
1285,"Employee 1285 is a Female working as a Working professional in the IT sector. Based in a City area, they have a Diploma degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Contract / Temporary Employment."
1286,"Employee 1286 is a Female working as a Working professional in the CA sector. Based in a Metro area, they have a Diploma degree and hold certifications in TensorFlow Developer Certificate. They currently operate in a Remote capacity at a Mid-sized Company."
1287,"Employee 1287 is a Female working as a Working professional in the IT sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in Certified Data Scientist. They currently operate in a Remote capacity at a Startup (early-stage)."
1288,"Employee 1288 is a Male working as a Intermediate in the IT sector. Based in a Rural area, they have a Professional Certification degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Scale-up (growing startup)."
1289,"Employee 1289 is a Female working as a Intermediate in the Digital marketing sector. Based in a Metro area, they have a PhD degree and hold certifications in CompTIA Security+. They currently operate in a Remote capacity at a Freelancing / Self-employed."
1290,"Employee 1290 is a Female working as a Intermediate in the Finance sector. Based in a City area, they have a Professional Certification degree and hold certifications in Lean Six Sigma. They currently operate in a Full-Time capacity at a Government Organization."
1291,"Employee 1291 is a Female working as a Experienced in the Digital marketing sector. Based in a City area, they have a Diploma degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Consultancy Firm."
1292,"Employee 1292 is a Male working as a Intermediate in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Scale-up (growing startup)."
1293,"Employee 1293 is a Male working as a Intermediate in the Finance sector. Based in a City area, they have a Diploma degree and hold certifications in Oracle Certified Java Programmer. They currently operate in a Full-Time capacity at a Large Enterprise."
1294,"Employee 1294 is a Female working as a Fresher in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in CompTIA Security+. They currently operate in a Hybrid capacity at a Scale-up (growing startup)."
1295,"Employee 1295 is a Female working as a Fresher in the Digital marketing sector. Based in a Rural area, they have a PhD degree and hold certifications in Google Cloud Professional Engineer. They currently operate in a Hybrid capacity at a Government Organization."
1296,"Employee 1296 is a Female working as a Fresher in the Finance sector. Based in a Metro area, they have a PhD degree and hold certifications in Cisco CCNA. They currently operate in a Full-Time capacity at a Freelancing / Self-employed."
